Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,day,month,year,Tmax,Tmin,Tavg,Depart,DewPoint,PrecipTotal,Sunrise,Sunset
2007-05-29,2,89,41.999129,-87.795585,8,1,0,29,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0
2007-05-29,2,94,42.01743,-87.687769,8,1,0,29,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0
2007-05-29,3,99,41.907645,-87.760886,8,1,0,29,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0
2007-05-29,3,105,41.732984,-87.649642,8,1,0,29,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0
2007-06-05,2,1,41.95469,-87.800991,9,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,1,41.95469,-87.800991,9,5,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,1,1,41.95469,-87.800991,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,13,41.974089,-87.824812,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,13,41.974089,-87.824812,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,32,41.9216,-87.666455,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,32,41.9216,-87.666455,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,1,32,41.9216,-87.666455,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,33,41.891118,-87.654491,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,35,41.867108,-87.654224,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,35,41.867108,-87.654224,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,1,35,41.867108,-87.654224,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,36,41.896282,-87.655232,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,37,41.919343,-87.694259,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,37,41.919343,-87.694259,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,39,41.921965,-87.632085,8,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,65,41.688324,-87.676709,8,4,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,71,41.720848,-87.666014,9,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,74,41.731922,-87.677512,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,74,41.731922,-87.677512,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,1,74,41.731922,-87.677512,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,89,41.999129,-87.795585,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,89,41.999129,-87.795585,8,9,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,99,41.907645,-87.760886,8,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,105,41.732984,-87.649642,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,8,41.981964,-87.812827,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,9,41.944869,-87.832763,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,14,42.011601,-87.811506,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,17,41.94983,-87.698457,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,18,41.979243,-87.750938,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,20,41.986921,-87.689778,9,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,22,41.801498,-87.763416,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,23,41.906638,-87.701431,9,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,67,41.723195,-87.64997,5,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,68,41.868077,-87.666901,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,68,41.868077,-87.666901,9,7,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,70,41.869216,-87.627561,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,85,41.662014,-87.724608,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,85,41.662014,-87.724608,8,4,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,1,85,41.662014,-87.724608,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,87,41.961743,-87.76007,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,87,41.961743,-87.76007,9,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,88,41.953067,-87.776792,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,88,41.953067,-87.776792,8,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,91,41.878114,-87.629798,3,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,92,41.958271,-87.702575,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,92,41.958271,-87.702575,9,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,93,41.932094,-87.700117,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,95,41.994469,-87.667736,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,96,42.006858,-87.675919,9,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,97,41.916265,-87.800515,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,97,41.916265,-87.800515,8,10,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,98,41.846075,-87.716277,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,100,41.918705,-87.752329,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,104,41.682587,-87.707973,9,3,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,104,41.682587,-87.707973,9,8,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,108,41.725517,-87.614258,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,2,114,41.948167,-87.730698,8,2,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,114,41.948167,-87.730698,8,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-05,3,116,41.963976,-87.69181,9,1,0,5,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0
2007-06-26,2,1,41.95469,-87.800991,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,1,41.95469,-87.800991,9,4,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,4,1,41.95469,-87.800991,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,6,41.994991,-87.769279,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,6,41.994991,-87.769279,9,4,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,13,41.974089,-87.824812,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,32,41.9216,-87.666455,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,32,41.9216,-87.666455,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,33,41.891118,-87.654491,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,33,41.891118,-87.654491,8,6,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,35,41.867108,-87.654224,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,36,41.896282,-87.655232,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,37,41.919343,-87.694259,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,65,41.688324,-87.676709,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,65,41.688324,-87.676709,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,65,41.688324,-87.676709,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,74,41.731922,-87.677512,8,5,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,84,41.891126,-87.61156,5,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,84,41.891126,-87.61156,5,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,89,41.999129,-87.795585,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,89,41.999129,-87.795585,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,94,42.01743,-87.687769,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,94,42.01743,-87.687769,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,9,41.944869,-87.832763,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,9,41.944869,-87.832763,8,4,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,14,42.011601,-87.811506,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,14,42.011601,-87.811506,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,17,41.94983,-87.698457,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,18,41.979243,-87.750938,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,20,41.986921,-87.689778,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,20,41.986921,-87.689778,9,9,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,23,41.906638,-87.701431,9,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,23,41.906638,-87.701431,9,3,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,68,41.868077,-87.666901,9,10,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,68,41.868077,-87.666901,9,19,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,1,68,41.868077,-87.666901,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,85,41.662014,-87.724608,8,20,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,85,41.662014,-87.724608,8,25,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,1,85,41.662014,-87.724608,8,6,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,87,41.961743,-87.76007,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,87,41.961743,-87.76007,9,3,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,88,41.953067,-87.776792,8,4,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,91,41.878114,-87.629798,3,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,92,41.958271,-87.702575,9,6,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,93,41.932094,-87.700117,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,96,42.006858,-87.675919,9,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,97,41.916265,-87.800515,8,3,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,97,41.916265,-87.800515,8,6,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,104,41.682587,-87.707973,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,104,41.682587,-87.707973,9,4,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,116,41.963976,-87.69181,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,0,41.953705,-87.733974,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,2,41.964242,-87.757639,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,5,41.990284,-87.797127,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,5,41.990284,-87.797127,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,7,42.008314,-87.777921,9,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,10,41.991429,-87.747113,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,24,41.843811,-87.686763,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,27,41.921177,-87.79518,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,29,41.852652,-87.719887,8,5,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,29,41.852652,-87.719887,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,30,41.857402,-87.694991,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,34,41.868142,-87.696269,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,34,41.868142,-87.696269,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,38,41.846283,-87.656913,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,64,41.721474,-87.648064,8,2,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,1,66,41.869107,-87.696293,9,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,2,107,41.719059,-87.675088,9,3,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,107,41.719059,-87.675088,9,5,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-26,3,115,41.966987,-87.674677,8,1,0,26,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0
2007-06-29,2,1,41.95469,-87.800991,9,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,13,41.974089,-87.824812,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,13,41.974089,-87.824812,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,33,41.891118,-87.654491,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,39,41.921965,-87.632085,8,3,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,65,41.688324,-87.676709,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,1,65,41.688324,-87.676709,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,69,41.862292,-87.64886,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,74,41.731922,-87.677512,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,89,41.999129,-87.795585,8,3,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,94,42.01743,-87.687769,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,94,42.01743,-87.687769,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,99,41.907645,-87.760886,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,14,42.011601,-87.811506,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,20,41.986921,-87.689778,9,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,20,41.986921,-87.689778,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,1,22,41.801498,-87.763416,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,67,41.723195,-87.64997,5,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,68,41.868077,-87.666901,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,68,41.868077,-87.666901,9,6,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,1,68,41.868077,-87.666901,9,3,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,85,41.662014,-87.724608,8,3,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,87,41.961743,-87.76007,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,88,41.953067,-87.776792,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,91,41.878114,-87.629798,3,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,92,41.958271,-87.702575,9,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,96,42.006858,-87.675919,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,97,41.916265,-87.800515,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,97,41.916265,-87.800515,8,5,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,104,41.682587,-87.707973,9,6,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,114,41.948167,-87.730698,8,5,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,5,41.990284,-87.797127,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,10,41.991429,-87.747113,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,30,41.857402,-87.694991,8,2,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,30,41.857402,-87.694991,8,3,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,64,41.721474,-87.648064,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,1,64,41.721474,-87.648064,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,11,41.923738,-87.785288,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,12,41.970248,-87.787992,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,16,42.010412,-87.66214,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,21,41.89923,-87.716788,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,21,41.89923,-87.716788,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,63,41.692555,-87.598865,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,3,63,41.692555,-87.598865,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,90,41.94016,-87.794896,9,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
2007-06-29,2,106,41.903002,-87.688267,8,1,0,29,6,2007,70.5,56.0,63.5,-8.0,55.5,0.0,419.0,1931.0
