,Unnamed: 0,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,day,month,year,Tmax,Tmin,Tavg,Depart,DewPoint,PrecipTotal,Sunrise,Sunset,month_weather,day_weather,pca1,pca2,pca3,pca4,xt_labels
10,10,2007-05-29,2,37,41.919343,-87.694259,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,5
11,11,2007-05-29,2,39,41.921965,-87.632085,8,2,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,-1
12,12,2007-05-29,3,39,41.921965,-87.632085,8,3,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,-1
13,13,2007-05-29,2,65,41.688324,-87.676709,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,3
14,14,2007-05-29,3,65,41.688324,-87.676709,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,3
15,15,2007-05-29,3,69,41.862292,-87.64886,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,-1
16,16,2007-05-29,3,71,41.720848,-87.666014,9,3,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,3
17,17,2007-05-29,3,74,41.731922,-87.677512,8,5,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,3
18,18,2007-05-29,1,74,41.731922,-87.677512,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,3
19,19,2007-05-29,2,84,41.891126,-87.61156,5,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,-1
20,20,2007-05-29,3,84,41.891126,-87.61156,5,2,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,-1
21,21,2007-05-29,2,89,41.999129,-87.795585,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,1
22,22,2007-05-29,2,94,42.01743,-87.687769,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,13
23,23,2007-05-29,3,99,41.907645,-87.760886,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,8
24,24,2007-05-29,3,105,41.732984,-87.649642,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425,3
25,25,2007-06-05,2,1,41.95469,-87.800991,9,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
26,26,2007-06-05,3,1,41.95469,-87.800991,9,5,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
27,27,2007-06-05,1,1,41.95469,-87.800991,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
28,28,2007-06-05,2,13,41.974089,-87.824812,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,1
29,29,2007-06-05,3,13,41.974089,-87.824812,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,1
30,30,2007-06-05,2,32,41.9216,-87.666455,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
31,31,2007-06-05,3,32,41.9216,-87.666455,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
32,32,2007-06-05,1,32,41.9216,-87.666455,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
33,33,2007-06-05,3,33,41.891118,-87.654491,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
34,34,2007-06-05,2,35,41.867108,-87.654224,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
35,35,2007-06-05,3,35,41.867108,-87.654224,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
36,36,2007-06-05,1,35,41.867108,-87.654224,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
37,37,2007-06-05,3,36,41.896282,-87.655232,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
38,38,2007-06-05,2,37,41.919343,-87.694259,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
39,39,2007-06-05,3,37,41.919343,-87.694259,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
40,40,2007-06-05,3,39,41.921965,-87.632085,8,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
41,41,2007-06-05,3,65,41.688324,-87.676709,8,4,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
42,42,2007-06-05,2,71,41.720848,-87.666014,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
43,43,2007-06-05,2,74,41.731922,-87.677512,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
44,44,2007-06-05,3,74,41.731922,-87.677512,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
45,45,2007-06-05,1,74,41.731922,-87.677512,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
46,46,2007-06-05,2,89,41.999129,-87.795585,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,1
47,47,2007-06-05,3,89,41.999129,-87.795585,8,9,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,1
48,48,2007-06-05,3,99,41.907645,-87.760886,8,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,8
49,49,2007-06-05,3,105,41.732984,-87.649642,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
50,50,2007-06-05,3,8,41.981964,-87.812827,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,1
51,51,2007-06-05,3,9,41.944869,-87.832763,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
52,52,2007-06-05,3,14,42.011601,-87.811506,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,1
53,53,2007-06-05,3,17,41.94983,-87.698457,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
54,54,2007-06-05,3,18,41.979243,-87.750938,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,2
55,55,2007-06-05,3,20,41.986921,-87.689778,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,13
56,56,2007-06-05,2,22,41.801498,-87.763416,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,11
57,57,2007-06-05,3,23,41.906638,-87.701431,9,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,9
58,58,2007-06-05,3,67,41.723195,-87.64997,5,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,3
59,59,2007-06-05,2,68,41.868077,-87.666901,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
60,60,2007-06-05,3,68,41.868077,-87.666901,9,7,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
61,61,2007-06-05,2,70,41.869216,-87.627561,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
62,62,2007-06-05,2,85,41.662014,-87.724608,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,11
63,63,2007-06-05,3,85,41.662014,-87.724608,8,4,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,11
64,64,2007-06-05,1,85,41.662014,-87.724608,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,11
65,65,2007-06-05,2,87,41.961743,-87.76007,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
66,66,2007-06-05,3,87,41.961743,-87.76007,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
67,67,2007-06-05,2,88,41.953067,-87.776792,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
68,68,2007-06-05,3,88,41.953067,-87.776792,8,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
69,69,2007-06-05,3,91,41.878114,-87.629798,3,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
70,70,2007-06-05,2,92,41.958271,-87.702575,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,4
71,71,2007-06-05,3,92,41.958271,-87.702575,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,4
72,72,2007-06-05,3,93,41.932094,-87.700117,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
73,73,2007-06-05,2,95,41.994469,-87.667736,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,13
74,74,2007-06-05,3,96,42.006858,-87.675919,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,13
75,75,2007-06-05,2,97,41.916265,-87.800515,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
76,76,2007-06-05,3,97,41.916265,-87.800515,8,10,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,-1
77,77,2007-06-05,3,98,41.846075,-87.716277,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,9
78,78,2007-06-05,3,100,41.918705,-87.752329,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,7
79,79,2007-06-05,2,104,41.682587,-87.707973,9,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,11
80,80,2007-06-05,3,104,41.682587,-87.707973,9,8,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,11
81,81,2007-06-05,2,108,41.725517,-87.614258,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,10
82,82,2007-06-05,2,114,41.948167,-87.730698,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,4
83,83,2007-06-05,3,114,41.948167,-87.730698,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,4
84,84,2007-06-05,3,116,41.963976,-87.69181,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109,5
85,85,2007-06-26,2,1,41.95469,-87.800991,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,7
86,86,2007-06-26,3,1,41.95469,-87.800991,9,4,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,7
87,87,2007-06-26,4,1,41.95469,-87.800991,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,7
88,88,2007-06-26,2,6,41.994991,-87.769279,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,2
89,89,2007-06-26,3,6,41.994991,-87.769279,9,4,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,2
90,90,2007-06-26,3,13,41.974089,-87.824812,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,1
91,91,2007-06-26,2,32,41.9216,-87.666455,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
92,92,2007-06-26,3,32,41.9216,-87.666455,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
93,93,2007-06-26,2,33,41.891118,-87.654491,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,-1
94,94,2007-06-26,3,33,41.891118,-87.654491,8,6,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,-1
95,95,2007-06-26,2,35,41.867108,-87.654224,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,-1
96,96,2007-06-26,3,36,41.896282,-87.655232,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,-1
97,97,2007-06-26,3,37,41.919343,-87.694259,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
98,98,2007-06-26,2,65,41.688324,-87.676709,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,3
99,99,2007-06-26,2,65,41.688324,-87.676709,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,3
100,100,2007-06-26,3,65,41.688324,-87.676709,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,3
101,101,2007-06-26,3,74,41.731922,-87.677512,8,5,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,3
102,102,2007-06-26,2,84,41.891126,-87.61156,5,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,-1
103,103,2007-06-26,3,84,41.891126,-87.61156,5,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,-1
104,104,2007-06-26,2,89,41.999129,-87.795585,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,1
105,105,2007-06-26,3,89,41.999129,-87.795585,8,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,1
106,106,2007-06-26,2,94,42.01743,-87.687769,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,13
107,107,2007-06-26,3,94,42.01743,-87.687769,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,13
108,108,2007-06-26,2,9,41.944869,-87.832763,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,7
109,109,2007-06-26,3,9,41.944869,-87.832763,8,4,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,7
110,110,2007-06-26,2,14,42.011601,-87.811506,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,1
111,111,2007-06-26,3,14,42.011601,-87.811506,8,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,1
112,112,2007-06-26,3,17,41.94983,-87.698457,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
113,113,2007-06-26,2,18,41.979243,-87.750938,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,2
114,114,2007-06-26,2,20,41.986921,-87.689778,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,13
115,115,2007-06-26,3,20,41.986921,-87.689778,9,9,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,13
116,116,2007-06-26,2,23,41.906638,-87.701431,9,2,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,9
117,117,2007-06-26,3,23,41.906638,-87.701431,9,3,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,9
118,118,2007-06-26,2,68,41.868077,-87.666901,9,10,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
119,119,2007-06-26,3,68,41.868077,-87.666901,9,19,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
120,120,2007-06-26,1,68,41.868077,-87.666901,9,1,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,5
121,121,2007-06-26,2,85,41.662014,-87.724608,8,20,0,206,6,2007,91.5,71.5,81.5,10.0,69.0,0.16,418.0,1931.0,6.0,206.0,-2.42494092464,2.08028140185,-0.277581833031,0.537440451138,11
